0.289383	0.930886	0.692777	0.636915	0.747793	0.238335	0.885386	0.760492	0.516649	0.641421	0.202362	0.490027	0.36869	0.520059	0.897763	0.513926	0.18054	0.383426	0.089172	0.455736	0.005211	0.595368	0.702567	0.956429	0.465782	0.02153	0.722862	0.665123	0.174067	0.703135	0.513929	0.979802	0.634022	0.723058	0.133069	0.898167	0.961393	0.018456	0.175011	0.478042	0.176229	0.377373	0.484421	0.544919	0.413784	0.898537	0.575198	0.594324	0.798315	0.66437
0.566413	0.803526	0.776091	0.26898	0.759956	0.241873	0.806862	0.99917	0.906996	0.497281	0.702305	0.420925	0.477084	0.336327	0.660336	0.126505	0.750846	0.621729	0.661313	0.925857	0.616124	0.353895	0.819582	0.100545	0.898814	0.233367	0.515434	0.990364	0.344043	0.31375	0.171087	0.426808	0.117276	0.947178	0.695788	0.393584	0.705403	0.502651	0.392754	0.612399	0.999932	0.09506	0.549676	0.993368	0.947739	0.210012	0.636226	0.698586	0.348094	0.297539
0.140795	0.48057	0.651434	0.960378	0.097467	0.066601	0.710097	0.612902	0.573317	0.570492	0.926652	0.260756	0.997301	0.56028	0.724286	0.209441	0.953865	0.429689	0.228444	0.346619	0.55844	0.744729	0.958031	0.108117	0.738097	0.905771	0.834481	0.890675	0.120709	0.698927	0.704567	0.777856	0.179497	0.872353	0.254586	0.276965	0.455306	0.964683	0.406219	0.028624	0.051528	0.332871	0.805732	0.048829	0.409503	0.530019	0.25827	0.363368	0.959708	0.486715
0.22634	0.518149	0.747796	0.700723	0.142618	0.002245	0.122846	0.493451	0.892921	0.243555	0.192379	0.597488	0.537764	0.888228	0.469841	0.79235	0.165193	0.4415	0.757034	0.087764	0.470124	0.324914	0.936987	0.275856	0.373743	0.346491	0.322227	0.148365	0.709859	0.281936	0.151432	0.452551	0.316437	0.899228	0.153275	0.975407	0.901474	0.276121	0.468858	0.794395	0.036029	0.661237	0.908235	0.573793	0.065818	0.894428	0.366143	0.231011	0.335928	0.639529
0.318776	0.322404	0.964443	0.255763	0.114613	0.854538	0.118606	0.43684	0.002904	0.344818	0.235128	0.670688	0.797369	0.067917	0.569917	0.466996	0.043324	0.987743	0.25947	0.512183	0.29849	0.295499	0.689772	0.206725	0.385644	0.75559	0.617505	0.268139	0.502954	0.469786	0.907669	0.338082	0.308542	0.388464	0.110197	0.939507	0.759355	0.228804	0.376348	0.278611	0.573622	0.127828	0.949299	0.887343	0.195746	0.035568	0.35434	0.755422	0.023311	0.61381
0.267605	0.321801	0.425661	0.47373	0.044878	0.811305	0.22932	0.178736	0.079444	0.248626	0.648522	0.503465	0.586708	0.473416	0.408282	0.213258	0.412924	0.167637	0.442062	0.305624	0.9626	0.532036	0.433452	0.911899	0.419379	0.14555	0.947468	0.290071	0.900973	0.487131	0.903881	0.68493	0.808933	0.845894	0.15866	0.370163	0.657199	0.387981	0.548899	0.252996	0.152959	0.713773	0.272813	0.739668	0.18719	0.681095	0.952926	0.116466	0.365084	0.91134
0.42209	0.327684	0.443376	0.855542	0.755936	0.379107	0.517445	0.219756	0.669179	0.418418	0.706887	0.089412	0.103348	0.032172	0.451659	0.262009	0.402336	0.62521	0.166342	0.467587	0.878206	0.319301	0.697713	0.667372	0.575321	0.401255	0.864819	0.044599	0.517721	0.229904	0.955939	0.939811	0.07394	0.915667	0.311705	0.346228	0.811127	0.82915	0.565984	0.996658	0.76392	0.789224	0.602422	0.867269	0.821396	0.054081	0.64563	0.740084	0.679292	0.811972
0.207672	0.07385	0.647625	0.905385	0.741222	0.739299	0.30664	0.606042	0.783898	0.340713	0.352298	0.25619	0.280524	0.94259	0.688209	0.108581	0.288819	0.499336	0.937732	0.371155	0.495994	0.218004	0.160379	0.614769	0.085273	0.981776	0.66885	0.247255	0.72186	0.348142	0.575579	0.445884	0.421993	0.223205	0.867621	0.679567	0.962504	0.690613	0.801961	0.262754	0.031326	0.154259	0.518944	0.828202	0.613202	0.723506	0.936784	0.902021	0.222842	0.390868
0.789528	0.235189	0.608872	0.949908	0.849958	0.210498	0.448036	0.518808	0.457753	0.686248	0.383303	0.033333	0.132133	0.321648	0.77289	0.999754	0.517567	0.251746	0.690368	0.319529	0.5145	0.238046	0.473788	0.549797	0.066249	0.08699	0.273303	0.003033	0.505363	0.012497	0.910253	0.294892	0.247686	0.519125	0.761152	0.613996	0.245975	0.209188	0.649157	0.703729	0.895436	0.03246	0.253414	0.543921	0.87046	0.026304	0.060028	0.388027	0.27805	0.266748
0.707556	0.308902	0.504794	0.697697	0.858699	0.571043	0.301039	0.132002	0.090428	0.806403	0.1445	0.000681	0.617647	0.908538	0.036159	0.895151	0.522535	0.282134	0.104339	0.171692	0.502215	0.516127	0.720504	0.755629	0.060049	0.590964	0.298285	0.636429	0.495343	0.576335	0.903177	0.2029	0.885238	0.407971	0.416949	0.260289	0.495367	0.717988	0.392292	0.585795	0.040743	0.053144	0.102829	0.65839	0.961682	0.65534	0.553541	0.000569	0.453826	0.174232
